mobile,clv,avg_purchase_amount,max_purchase_amount,min_purchase_amount,purchase_count,last_purchase,first_purchase,age,income,gender,days_since_last_purchase,purchase_frequency,days_since_first_purchase,segment
916180674181,19731.07,4932.7675,8011.03,1075.89,4,2015-11-10,1980-04-03,69.0,567456.95,0,3433.0,0.009227929867733006,16437.0,0
916183860832,19857.54,4964.385,7754.65,235.44,4,2021-04-14,1980-08-26,34.0,1202890.28,2,1451.0,0.008085708510208208,16292.0,0
916196346343,20303.49,4060.6980000000003,6247.66,757.32,5,2022-04-03,1984-04-13,41.0,1041827.75,2,1097.0,0.01081548777849881,14966.0,0
916196615480,19576.65,6525.55,9303.07,1959.93,3,1986-07-16,1981-03-27,41.0,2150973.75,1,14142.0,0.04646360351058338,16079.0,2
916211703120,4245.24,1061.31,2552.06,0.0,4,2001-01-08,1984-04-03,39.0,2117964.2,2,8852.0,0.019595035924232528,14976.0,0
916213182609,17043.43,3408.686,6364.7,0.0,5,2016-08-28,1998-08-02,37.0,827012.61,0,3141.0,0.022723829722769276,9742.0,0
916215092803,41135.7,4113.57,8756.46,1180.55,10,2019-03-29,1971-10-21,36.0,902756.31,1,2198.0,0.017315017892185158,19524.0,1
916217150457,49663.4,4966.34,9148.56,0.0,10,2011-07-03,1972-01-04,33.0,244252.48,0,5024.0,0.02079722703639515,19449.0,1
916218035843,18874.620000000003,6291.540000000001,8915.62,1382.81,3,2016-12-25,1981-10-06,55.0,831953.89,2,3022.0,0.006996268656716418,15886.0,0
916224908174,44116.18,5514.5225,9701.93,1758.78,8,2017-10-05,1984-05-18,39.0,2084858.5,2,2738.0,0.019683424915935374,14931.0,1
916225447588,39602.81,6600.468333333333,9139.76,4322.31,6,2023-07-04,1973-05-30,32.0,1968142.03,1,640.0,0.009837678307919331,18937.0,1
916241030242,14592.08,2918.416,5072.68,206.01,5,2020-08-24,1977-10-20,20.0,1074467.8,0,1684.0,0.00958527701450572,17333.0,0
916245522987,29470.7,3683.8375,7280.09,0.0,8,2014-10-20,1972-08-29,21.0,2281730.35,1,3819.0,0.015592515592515592,19211.0,0
916248786714,10437.02,3479.0066666666667,6635.81,0.0,3,1993-06-13,1983-10-21,69.0,1026415.26,1,11618.0,0.02554640931024695,15141.0,2
916249166485,28242.98,7060.745,9981.95,3119.99,4,2017-06-27,2004-03-27,29.0,1043230.1,1,2838.0,0.024793388429752063,7678.0,0
916251183830,24041.2,6010.3,9043.92,0.0,4,2021-02-17,1987-06-13,36.0,770447.56,2,1507.0,0.009753718605218238,13810.0,0
916257247382,45775.86,5086.206666666667,9748.81,0.0,9,2018-04-28,1972-02-01,33.0,1346475.15,1,2533.0,0.015987683562292753,19421.0,1
916257324536,7202.68,1800.67,3319.27,807.28,4,1998-04-08,1979-11-17,47.0,357973.12,1,9858.0,0.01786511835640911,16575.0,2
916264867118,33992.4,5665.400000000001,8200.47,331.91,6,2023-11-22,1973-02-02,24.0,496141.78,1,499.0,0.009700889248181084,19054.0,1
916271515109,28944.79,4134.97,6930.79,599.16,7,2000-03-06,1972-09-03,57.0,780896.52,2,9160.0,0.020903842325303602,19206.0,0
916282103057,30633.25,4376.178571428572,8164.98,967.6,7,2022-02-20,1978-12-06,44.0,1883647.66,1,1139.0,0.013306298314535546,16921.0,0
916287814151,22866.44,4573.288,7544.94,558.24,5,2023-03-11,1979-09-16,64.0,2755395.72,1,755.0,0.009444654325651681,16637.0,0
916289012242,31683.61,3520.4011111111113,7235.14,615.45,9,2022-09-03,1972-11-12,19.0,835898.94,1,944.0,0.014841688654353563,19136.0,1
916289320836,20548.55,2935.5071428571428,7083.25,0.0,7,2019-06-24,1972-08-24,22.0,978360.1,0,2111.0,0.012277111955568548,19216.0,0
916294296873,41674.08,6945.68,9736.01,2844.32,6,2019-07-16,1973-08-16,50.0,2576326.25,2,2089.0,0.01073345259391771,18859.0,1
916294678352,33013.0,4716.142857142857,8496.91,0.0,7,2019-04-09,1987-12-02,68.0,1759047.23,2,2187.0,0.018339009693476554,13638.0,1
916306702926,44073.6,6296.228571428571,9355.78,3729.92,7,2012-04-16,1980-12-25,35.0,2505898.81,1,4736.0,0.018364669873196328,16171.0,1
916314597900,20000.13,5000.0325,8931.6,1952.6,4,2000-01-23,1978-10-14,39.0,257976.0,1,9203.0,0.015442028053017628,16974.0,2
916317234448,24810.57,4962.114,9190.67,1785.15,5,2015-08-10,2000-08-20,61.0,1707804.69,0,3525.0,0.027432333577176296,8993.0,0
916323169889,30189.25,4312.75,9052.03,1188.02,7,2015-05-13,1978-01-18,53.0,177558.64,2,3614.0,0.015408320493066256,17243.0,0
916323775634,12966.15,3241.5375,7311.42,0.0,4,2016-06-25,1985-08-08,33.0,2642284.97,0,3205.0,0.010639241067470521,14484.0,0
916323840346,5575.619999999999,1858.5399999999997,3233.64,819.18,3,2018-07-25,1971-06-19,58.0,367917.78,1,2445.0,0.005231645643201768,19648.0,0
916332788471,21102.539999999997,5275.634999999999,9654.06,600.03,4,1999-12-31,1986-11-07,33.0,932602.72,2,9226.0,0.024989587671803416,14028.0,2
916334744286,25545.6,3649.371428571428,9742.62,970.75,7,2013-12-01,1972-09-15,18.0,758250.35,1,4142.0,0.013951634334307733,19194.0,0
916336590217,32797.04,5466.173333333333,9473.78,1658.71,6,2008-05-12,1978-03-31,26.0,271626.32,2,6171.0,0.01636363636363636,17171.0,1
916340272119,27470.800000000003,4578.466666666667,9509.19,0.0,6,2001-06-27,1973-06-01,57.0,164965.92,1,8682.0,0.01755583731590754,18935.0,0
916347082594,27554.16,5510.832,7776.69,1972.7,5,1995-10-19,1970-10-10,63.0,664016.79,0,10760.0,0.016411378555798686,19900.0,2
916350492684,46652.69,7775.448333333334,9992.66,4226.51,6,2020-08-08,1976-10-15,41.0,821967.51,0,1700.0,0.01124789102043367,17703.0,1
916351784589,29247.78,4178.254285714285,7434.65,1873.57,7,2022-03-12,1976-08-10,44.0,868973.87,0,1119.0,0.012612612612612612,17769.0,0
916352116052,18373.34,6124.446666666667,8136.79,2149.7,3,1978-05-03,1978-05-03,56.0,263263.74,0,17138.0,3.0,17138.0,2
916352350576,21166.12,7055.373333333333,9619.97,1992.47,3,2021-11-05,2021-11-05,33.0,2182359.32,0,1246.0,3.0,1246.0,2
916354813720,24958.11,3565.444285714286,5241.42,1947.85,7,2024-11-18,1972-07-08,51.0,910153.98,2,137.0,0.01097981804872948,19263.0,0
916363865392,28588.96,2858.8959999999997,5161.35,0.0,10,2000-09-07,1982-07-11,56.0,2170176.94,0,8975.0,0.045228403437358664,15608.0,0
916367709135,15904.599999999999,3976.1499999999996,5240.12,1840.83,4,2018-09-29,1971-06-05,29.0,2043458.21,2,2379.0,0.0069432390210032975,19662.0,0
916368053428,46894.34,5210.482222222222,9095.59,1439.74,9,2018-06-29,1988-06-16,55.0,2032914.94,2,2471.0,0.024612579762989972,13441.0,1
916370281126,42292.41,5286.55125,9909.37,0.0,8,2023-03-23,1972-10-24,33.0,315031.94,0,743.0,0.01303497718878992,19155.0,1
916371537098,21629.67,3089.952857142857,7991.03,0.0,7,2023-10-20,1991-07-21,61.0,1008849.52,0,532.0,0.017828338568639104,12311.0,0
916378213925,33178.0,5529.666666666667,7590.92,708.93,6,2019-10-14,1971-12-31,53.0,254586.82,0,1999.0,0.010312822275696116,19453.0,1
916383484123,31675.6,3959.45,9577.15,391.61,8,2019-01-09,1978-07-14,44.0,1874190.53,1,2277.0,0.016228277774021232,17066.0,1
916384230848,42945.600000000006,4771.733333333334,9159.04,764.37,9,2017-03-03,1970-03-03,21.0,2737620.33,2,2954.0,0.015727849944661268,20121.0,1
916386757895,8091.45,2697.15,5976.54,707.6,3,1983-11-05,1978-11-12,37.0,1567505.28,0,15126.0,0.04947773501924134,16945.0,2
916387652480,20578.9,3429.816666666667,6781.27,0.0,6,2015-04-22,1978-05-25,29.0,1547743.8,1,3635.0,0.013352125213263111,17116.0,0
916387847884,66830.8,6683.08,9528.16,288.27,10,2012-11-15,1979-02-10,69.0,1738340.96,0,4523.0,0.02432695426532598,16855.0,1
916388354759,37485.68,7497.136,9412.61,6036.49,5,1975-11-18,1975-11-18,34.0,2579574.23,1,18035.0,5.0,18035.0,2
916397129827,40776.81,4077.6809999999996,9228.15,238.21,10,2009-11-21,1970-11-07,46.0,2564330.15,2,5613.0,0.021039343572480537,19872.0,1
916399222877,42800.32,5350.04,8840.88,0.0,8,2022-04-22,1971-09-14,35.0,2653655.28,0,1078.0,0.012984905047881837,19561.0,1
916399707954,51808.03,5180.803,8789.17,217.38,10,2024-11-06,1971-04-18,23.0,1158655.72,2,149.0,0.015336639231123154,19710.0,1
916401271939,22703.61,5675.9025,9812.85,543.95,4,2022-11-13,1992-02-24,37.0,1901120.59,2,873.0,0.0106951871657754,12093.0,0
916409675904,30741.13,3842.64125,7962.89,0.0,8,2022-03-06,1976-02-11,23.0,1292374.75,1,1125.0,0.01426448736998514,17950.0,1
916419201975,40442.25,5055.28125,7865.18,1310.25,8,2023-01-28,1996-05-19,53.0,666237.19,0,797.0,0.024615384615384615,10547.0,1
916422809996,33869.25,6773.85,9135.87,2517.92,5,2020-11-20,1980-10-12,65.0,407581.09,2,1596.0,0.010239606799098914,16245.0,1
916430372878,42383.43,4709.27,8134.97,0.0,9,2010-03-18,1981-02-04,55.0,2311375.56,1,5496.0,0.025390257664096298,16130.0,1
916431494396,30047.44,5007.906666666667,9845.47,0.0,6,2017-05-21,1978-11-10,31.0,397060.9,1,2875.0,0.012791358726549176,16947.0,0
916433705141,50867.67,7266.8099999999995,9846.43,4181.89,7,2025-03-24,1978-01-25,37.0,1349483.65,2,11.0,0.012191582002902759,17236.0,1
916441128454,56605.6,7075.7,9648.66,1442.25,8,2021-11-03,1977-04-13,40.0,1039462.94,0,1248.0,0.014746543778801843,17523.0,1
916441973220,48124.75,4812.475,8335.03,101.45,10,2023-05-04,1973-01-22,28.0,877080.83,2,701.0,0.0163363101720758,19065.0,1
916444900634,35098.61,5849.768333333333,8777.37,0.0,6,2015-11-08,1973-03-21,37.0,2805504.71,1,3435.0,0.011559208836372976,19007.0,1
916444961037,27007.399999999998,5401.48,9411.15,2340.69,5,2019-03-16,2008-12-20,56.0,1040479.36,2,2211.0,0.04012841091492777,5949.0,0
916446362270,48268.94,6895.562857142858,9339.95,1751.39,7,2019-07-24,1972-07-14,61.0,1358996.94,1,2081.0,0.012226362366092222,19257.0,1
916446457642,53498.36,5349.836,9815.67,635.18,10,2024-07-17,1970-10-20,65.0,2222562.86,1,261.0,0.015283509093687912,19890.0,1
916469306919,44010.89,6287.2699999999995,8889.52,1067.92,7,2024-07-18,1979-01-18,44.0,2431688.66,1,260.0,0.012636899747262006,16878.0,1
916486237535,44252.54,4916.948888888889,8696.45,2110.24,9,2009-11-01,1988-01-06,49.0,1716719.63,2,5633.0,0.03387703889585947,13603.0,1
916487258103,6462.66,1077.11,4095.31,0.0,6,2019-02-26,1976-06-10,35.0,861393.21,1,2229.0,0.011537721940901226,17830.0,0
916488842470,15679.949999999999,3135.99,7120.65,458.64,5,1993-04-08,1982-10-28,31.0,2301587.96,0,11684.0,0.039318479685452164,15499.0,2
916491404673,53291.46,5921.2733333333335,9825.67,265.64,9,2016-10-10,1973-07-22,24.0,2410323.87,2,3098.0,0.017103762827822118,18884.0,1
916496107065,74697.47,8299.718888888889,9538.43,5173.33,9,2016-08-17,1986-07-18,23.0,1499676.36,0,3152.0,0.024572260647979616,14140.0,1
916504513251,18015.059999999998,3002.5099999999998,6262.73,0.0,6,2009-10-06,1970-09-08,25.0,1465126.5,2,5659.0,0.012611223989350523,19932.0,0
916507771858,46931.72,5214.635555555556,9365.77,0.0,9,2023-04-01,1970-06-11,33.0,327054.35,0,734.0,0.013999066728884742,20021.0,1
916508119378,37853.69,4731.71125,9171.07,234.6,8,2014-06-08,1972-03-04,19.0,1260080.32,2,3953.0,0.015548069448043536,19389.0,1
916512620717,45759.990000000005,5084.443333333334,9116.53,0.0,9,2020-04-19,1975-06-18,29.0,2244976.54,0,1811.0,0.016486535995603593,18188.0,1
916513483708,27346.190000000002,4557.698333333334,9563.37,0.0,6,2021-03-30,1984-05-13,64.0,698865.24,2,1466.0,0.013363028953229399,14936.0,0
916518599264,19291.58,3215.263333333334,7932.07,269.74,6,2014-12-30,1979-01-01,57.0,708376.18,0,3748.0,0.013691336426561193,16895.0,0
916530836767,44663.24,4466.324,9075.21,0.0,10,2019-09-01,1974-02-10,44.0,1416295.72,2,2042.0,0.018029929683274236,18681.0,1
916542223599,14015.29,3503.8225,5042.06,1805.66,4,2015-11-25,1971-03-25,49.0,2899749.65,2,3418.0,0.007354743809757294,19734.0,0
916546951552,33799.19,4828.455714285715,9352.13,985.04,7,2019-09-13,1983-03-07,52.0,1270217.1,2,2030.0,0.015743309093635204,15369.0,1
916546957087,21603.57,3600.595,7135.97,264.11,6,2021-12-27,1971-03-23,64.0,2112220.55,1,1194.0,0.009707690648258008,19736.0,0
916551395583,36680.59,3668.0589999999997,9684.67,0.0,10,2023-04-08,1970-03-09,29.0,2231909.79,1,727.0,0.015473488755931504,20115.0,1
916551437149,18961.56,6320.52,8140.52,5217.17,3,2012-11-02,1996-05-04,52.0,2332628.12,2,4536.0,0.014935280451377365,10562.0,0
916560448350,19079.39,3815.8779999999997,8501.15,0.0,5,2018-10-21,1980-11-08,57.0,724173.49,0,2357.0,0.010821730033908086,16218.0,0
916561160362,16547.62,4136.905,5539.8,1076.05,4,2019-10-05,1995-05-12,64.0,2924317.05,0,2008.0,0.013464991023339317,10920.0,0
916561387824,35875.47,3986.1633333333334,8253.64,1335.84,9,2020-08-11,1972-05-09,54.0,1389701.2,1,1697.0,0.015318279813911269,19323.0,1
916566862173,32604.77,5434.128333333333,9941.84,820.14,6,2017-08-16,1998-03-31,44.0,2811684.54,0,2788.0,0.025430912687199773,9866.0,1
916569113257,38433.97,3843.397,8107.67,1092.82,10,2022-05-08,1970-10-27,66.0,918834.36,1,1062.0,0.015939641889378884,19883.0,1
916569132884,35133.93,5019.132857142858,7863.95,0.0,7,2021-04-23,1988-07-08,69.0,625319.38,2,1442.0,0.017533606078316773,13419.0,1
916573673552,17732.39,4433.0975,7418.55,240.41,4,2012-01-12,1972-01-27,32.0,774516.51,0,4831.0,0.008221993833504625,19426.0,0
916574621243,22886.1,5721.525,7486.78,2685.4,4,2025-01-22,1990-02-14,45.0,2680726.02,0,72.0,0.00940365175143014,12833.0,0
916575301286,47506.91,5278.545555555556,9563.17,0.0,9,2023-05-03,1970-02-05,55.0,391543.11,0,702.0,0.013885317562355361,20147.0,1
916586055431,15856.5,3171.3,4884.27,645.27,5,2011-08-18,1971-07-16,39.0,1010030.69,1,4978.0,0.01024380249948781,19621.0,0
916589112843,33251.369999999995,8312.842499999999,9253.29,5955.37,4,2020-04-23,1989-07-15,57.0,1876057.86,0,1807.0,0.010676156583629894,13047.0,1
916589582865,37317.19,7463.438,9039.88,4243.84,5,1989-09-11,1971-09-21,53.0,2134088.21,1,12989.0,0.022848438690022847,19554.0,2
916592135522,43256.75,6179.535714285715,9226.58,1158.43,7,2018-09-22,1999-12-09,42.0,1341981.45,2,2386.0,0.03060332264645876,9248.0,1
916596110070,16079.539999999999,2679.923333333333,5301.62,162.23,6,2018-01-18,1970-04-02,48.0,2133805.17,2,2633.0,0.010310459388246077,20091.0,0
916597769760,9371.24,1561.8733333333332,2955.77,0.0,6,2020-08-05,1981-10-17,44.0,2067986.31,2,1703.0,0.012701100762066046,15875.0,0
916604058666,36622.99,6103.831666666666,9577.96,0.0,6,2023-02-23,1980-11-15,24.0,2819560.21,0,771.0,0.011658031088082903,16211.0,1
916619986018,45095.380000000005,6442.197142857143,9924.48,2432.82,7,2022-08-03,1974-06-06,37.0,2593992.53,0,975.0,0.011938601478112564,18565.0,1
916627920145,40271.229999999996,4474.581111111111,7184.51,0.0,9,2019-02-11,1985-07-23,54.0,2029327.92,2,2244.0,0.022030026109660573,14500.0,1
916632880459,24953.87,4990.773999999999,9066.88,200.4,5,2024-05-05,1972-05-12,32.0,2448704.25,1,334.0,0.0079005583061203,19320.0,0
916634323009,14968.730000000001,4989.576666666667,6832.31,1771.78,3,1992-01-16,1987-02-14,70.0,1989512.48,1,12132.0,0.05008347245409015,13929.0,2
916642708893,22648.57,3774.7616666666668,7513.97,867.18,6,1999-11-24,1976-09-03,44.0,470678.7,1,9263.0,0.021221410044800753,17745.0,2
916643611097,26453.39,5290.678,8868.46,878.07,5,2024-10-11,1970-09-04,30.0,1782199.77,1,175.0,0.007590708972218005,19936.0,0
916649101302,30308.21,3367.5788888888887,9255.82,0.0,9,2007-07-31,1970-04-16,35.0,1758102.78,2,6457.0,0.019823788546255508,20077.0,1
916650392310,21342.269999999997,3557.0449999999996,9668.97,0.0,6,2020-09-12,1972-12-20,46.0,1044023.58,0,1665.0,0.010325245224574084,19098.0,0
916656293602,27131.79,4521.965,7651.43,150.86,6,2024-04-02,1976-12-20,27.0,1241650.58,2,367.0,0.010422698320787493,17637.0,0
916660370908,21138.14,5284.535,9563.77,588.62,4,2014-04-22,1970-03-18,22.0,2278638.85,1,4000.0,0.007450639513224885,20106.0,0
916662259333,35141.06,3514.1059999999998,8940.38,0.0,10,2015-10-19,1973-08-11,55.0,2833579.92,1,3455.0,0.019469141410863783,18864.0,1
916662510569,45633.64,5070.404444444444,8820.7,1001.02,9,2024-10-15,1972-11-04,39.0,1852152.36,1,171.0,0.014230748959047069,19144.0,1
916662614186,50304.44,5589.3822222222225,9176.41,2153.6,9,2013-10-05,1984-06-05,63.0,2384087.3,2,4199.0,0.025200672017920478,14913.0,1
916667643690,46716.25,5190.694444444444,9945.33,911.45,9,2018-05-14,1977-07-06,24.0,2265887.55,0,2517.0,0.018094089264173704,17439.0,1
916672302490,10388.960000000001,3462.986666666667,5111.27,2443.06,3,2024-05-20,1990-05-14,33.0,1723177.9,1,319.0,0.0072434607645875245,12744.0,0
916685731524,31034.620000000003,4433.517142857143,9434.04,438.61,7,2023-01-17,1978-11-12,18.0,2312601.0,2,808.0,0.013013571295779885,16945.0,1
916707196784,34821.78,6964.356,9961.82,2496.65,5,2014-09-12,1996-11-23,51.0,586094.08,1,3857.0,0.023069824669332516,10359.0,1
916717100421,25672.67,6418.1675,7793.5,5380.89,4,2001-12-05,1998-07-13,70.0,2204181.73,0,8521.0,0.09669621273166801,9762.0,2
916717967293,31223.399999999998,3902.9249999999997,9397.63,0.0,8,2011-08-13,1972-03-17,66.0,1429763.25,1,4983.0,0.016674772458834156,19376.0,0
916720648887,18152.89,3630.578,7809.47,0.0,5,2007-06-27,1973-11-18,34.0,2335659.58,2,6491.0,0.012220954863940037,18765.0,0
916724156214,62527.740000000005,6252.774,9852.02,1168.75,10,2022-12-23,1973-03-14,31.0,2319400.85,2,833.0,0.016500742533414003,19014.0,1
916724301196,20082.55,6694.183333333333,7236.81,6031.98,3,2017-06-24,1990-11-14,38.0,2882177.93,1,2841.0,0.009260211955962548,12560.0,0
916728353118,26069.219999999998,5213.843999999999,9425.21,843.36,5,2018-12-20,1987-07-26,33.0,1780087.23,2,2297.0,0.013077593722755014,13767.0,0
916732343731,34633.87,4329.23375,9695.58,699.29,8,2016-11-05,1976-11-15,21.0,1813041.34,2,3072.0,0.01643835616438356,17672.0,1
916733718685,9005.130000000001,2251.2825000000003,6063.43,0.0,4,2022-01-28,1996-01-06,24.0,223346.72,2,1162.0,0.012606366214938543,10681.0,0
916736086849,21254.95,5313.7375,9496.69,1187.6,4,2015-12-22,1991-08-12,58.0,176932.99,1,3391.0,0.013486176668914362,12289.0,0
916741134891,58834.06,7354.2575,9948.24,4455.76,8,2010-01-30,1980-09-30,23.0,1587964.65,1,5543.0,0.022400597349262648,16257.0,1
916742201314,34752.09,6950.418,9955.16,4252.13,5,2024-07-12,1979-01-10,42.0,2097156.81,0,266.0,0.009025270758122744,16886.0,1
916749270915,29683.02,3710.3775,7404.67,0.0,8,2024-08-28,1987-10-09,65.0,845151.9,2,219.0,0.01781340458695168,13692.0,0
916751917162,41137.31,4113.731,9148.32,203.03,10,2022-06-04,1982-04-08,68.0,663162.13,1,1035.0,0.020454080589077522,15702.0,1
916752002052,30058.550000000003,4294.078571428572,8846.2,1997.88,7,2017-07-17,1973-01-30,44.0,2468500.27,2,2818.0,0.012931830777757253,19057.0,0
916769945233,29767.519999999997,4252.502857142857,9824.81,1285.87,7,2016-01-03,1973-06-05,69.0,2828178.95,1,3379.0,0.013503086419753087,18931.0,0
916778508164,19998.73,6666.243333333333,8851.28,3275.16,3,2017-07-04,1991-11-05,54.0,2083420.44,2,2831.0,0.009602048436999893,12204.0,0
916779130936,19444.010000000002,4861.0025000000005,9646.17,615.84,4,1998-02-27,1973-03-27,39.0,1150416.75,1,9898.0,0.013182467318466439,19001.0,2
916782878018,42818.259999999995,4757.584444444444,8622.05,129.53,9,2023-01-31,1971-12-21,62.0,1513813.84,1,794.0,0.014462477904547646,19463.0,1
916789711774,29829.399999999998,7457.349999999999,9656.08,4036.32,4,2018-08-11,1973-11-16,38.0,1647375.94,2,2428.0,0.007344390721586389,18767.0,1
916802986386,20848.18,4169.636,8682.62,1499.19,5,2007-08-06,1975-07-11,69.0,2635141.09,0,6451.0,0.012805190370496843,18165.0,0
916808155185,21540.93,3590.155,5829.01,1214.65,6,2022-08-14,1980-12-20,20.0,2639818.31,2,964.0,0.011832763607678149,16176.0,0
916808457424,60184.78,7523.0975,9733.17,1467.05,8,2024-04-24,1970-02-05,54.0,554991.53,0,345.0,0.01211998788001212,20147.0,1
916809283659,36742.41,6123.735000000001,9673.51,1886.61,6,2014-04-02,1984-08-09,49.0,1173865.03,1,4020.0,0.01662356852604359,14848.0,1
916809517372,31102.17,6220.433999999999,9484.76,1902.74,5,2023-06-17,1990-08-13,40.0,592095.91,2,657.0,0.012504168056018672,12653.0,1
